ganancias,titulo_pelicula,vote_average,vote_count,mes_estreno,dia_semana,year_estreno
520000000,terminator 2: judgment day,7.7,4274,julio,lunes,1991
424208830,dances with wolves,7.6,1084,noviembre,viernes,1990
411348930,batman,7.0,2145,junio,viernes,1989
272742900,the silence of the lambs,8.1,4549,febrero,viernes,1991
184925490,snow white and the seven dwarfs,6.9,1973,diciembre,lunes,1937
377350560,beauty and the beast,7.5,3029,noviembre,miercoles,1991
84300000,pinocchio,6.9,1412,febrero,viernes,1940
463000000,pretty woman,7.0,1807,marzo,viernes,1990
638641,the wild bunch,7.7,266,junio,martes,1969
0,love and a .45,5.5,15,noviembre,miercoles,1994
0,bye bye love,6.1,20,marzo,jueves,1995
97529550,one fine day,6.1,160,diciembre,viernes,1996
13940383,candyman: farewell to the flesh,5.0,64,marzo,viernes,1995
0,century,5.0,1,diciembre,viernes,1993
60611976,fargo,7.7,2080,abril,viernes,1996
32709424,homeward bound ii: lost in san francisco,6.0,105,marzo,viernes,1996
0,heavy metal,6.3,150,agosto,viernes,1981
16675000,hellraiser: bloodline,4.9,111,marzo,viernes,1996
0,the pallbearer,4.6,30,mayo,viernes,1996
0,jane eyre,7.1,51,febrero,viernes,1996
0,loaded,4.0,3,abril,viernes,1996
0,bread and chocolate,7.1,10,mayo,domingo,1974
55675256,the aristocats,7.1,1287,diciembre,miercoles,1970
0,the flower of my secret,6.9,43,septiembre,viernes,1995
0,two much,5.1,24,febrero,miercoles,1996
0,ed,3.6,24,marzo,viernes,1996
0,scream of stone,7.5,4,enero,martes,1991
0,my favorite season,6.4,4,mayo,viernes,1993
0,condition red,4.7,3,diciembre,viernes,1995
0,halfaouine: boy of the terraces,7.4,5,enero,lunes,1990
0,a thin line between love and hate,5.7,15,abril,jueves,1996
442965,the last supper,6.5,82,septiembre,viernes,1995
102616184,primal fear,7.4,644,abril,miercoles,1996
0,carried away,5.4,5,enero,viernes,1996
8620678,all dogs go to heaven 2,5.0,50,marzo,viernes,1996
0,land and freedom,7.0,53,enero,domingo,1995
0,theodore rex,3.6,17,diciembre,jueves,1995
0,a family thing,5.6,14,marzo,viernes,1996
0,sgt. bilko,5.5,96,marzo,viernes,1996
218626,jack & sarah,5.1,10,junio,viernes,1995
4939939,girl 6,5.7,17,marzo,viernes,1996
0,diabolique,5.4,74,marzo,viernes,1996
0,"little indian, big city",6.0,145,diciembre,miercoles,1994
0,nelly and monsieur arnaud,7.1,16,abril,viernes,1996
100860820,courage under fire,6.2,240,julio,jueves,1996
457696350,mission: impossible,6.7,2677,mayo,miercoles,1996
0,moll flanders,6.2,19,junio,viernes,1996
0,the superwife,5.3,7,marzo,miercoles,1996
115267380,dragonheart,6.4,553,mayo,viernes,1996
0,eddie,5.4,46,mayo,viernes,1996
0,yankee zulu,6.0,4,diciembre,miercoles,1993
0,purple noon,7.3,73,marzo,jueves,1960
0,august,5.3,3,agosto,jueves,1996
28921264,james and the giant peach,6.2,375,abril,viernes,1996
0,fear,6.1,157,abril,viernes,1996
0,kids in the hall: brain candy,5.9,26,abril,martes,1996
9789900,faithful,4.8,4,abril,miercoles,1996
0,underground,7.5,143,abril,martes,1995
0,all things fair,6.1,23,marzo,miercoles,1995
684351,bloodsport ii,5.2,23,marzo,viernes,1996
536364,pather panchali,7.9,63,agosto,viernes,1955
16000,the world of apu,8.2,40,mayo,viernes,1959
0,mystery science theater 3000: the movie,7.0,71,abril,viernes,1996
250200000,space jam,6.5,1335,noviembre,viernes,1996
2500000,barbarella,5.7,149,enero,jueves,1968
0,alphaville,6.8,100,mayo,miercoles,1965
0,coup de torchon,6.8,21,noviembre,miercoles,1981
0,it's my party,6.2,9,marzo,viernes,1996
0,operation dumbo drop,4.7,37,julio,viernes,1995
10070000,mrs. winterbourne,5.5,26,abril,viernes,1996
0,solo,3.9,18,enero,miercoles,1996
0,under the domim tree,6.5,2,enero,sabado,1994
0,the substitute,5.8,60,abril,viernes,1996
0,true crime,5.1,7,marzo,martes,1996
0,butterfly kiss,7.4,5,agosto,viernes,1995
0,feeling minnesota,5.5,29,septiembre,viernes,1996
62949,delta of venus,3.3,5,junio,viernes,1995
0,angus,6.8,24,septiembre,viernes,1995
0,priest daens,6.7,15,septiembre,martes,1992
0,faces,7.1,36,noviembre,domingo,1968
0,boys,5.3,11,mayo,viernes,1996
57400548,the quest,5.3,126,abril,viernes,1996
0,cosi,7.1,9,marzo,lunes,1996
0,sunset park,5.1,7,abril,viernes,1996
0,mulholland falls,6.2,73,abril,viernes,1996
0,the truth about cats & dogs,5.7,86,abril,viernes,1996
74151340,oliver & company,6.5,372,noviembre,viernes,1988
0,celtic pride,4.9,35,abril,viernes,1996
20080020,flipper,5.3,85,mayo,viernes,1996
0,captives,6.0,10,mayo,martes,1994
0,of love and shadows,4.4,11,mayo,martes,1994
0,dead man,7.2,397,diciembre,sabado,1995
15000000,the horseman on the roof,6.7,25,septiembre,miercoles,1995
0,switchblade sisters,6.6,27,enero,domingo,1975
0,mouth to mouth,5.5,5,noviembre,viernes,1995
0,multiplicity,5.5,158,julio,viernes,1996
24769466,the craft,6.3,388,mayo,viernes,1996
0,the great white hype,5.1,29,mayo,viernes,1996
5,last dance,5.6,9,mayo,jueves,1996
0,cold comfort farm,7.0,21,enero,domingo,1995
0,"institute benjamenta, or this dream people call human life",7.7,11,agosto,martes,1995
0,heaven's prisoners,5.0,17,mayo,viernes,1996
335062620,the rock,6.9,1474,junio,jueves,1996
0,getting away with murder,5.5,6,abril,viernes,1996
0,cemetery man,7.0,105,marzo,viernes,1994
494471520,twister,6.1,966,mayo,viernes,1996
3793614,barb wire,3.9,117,mayo,jueves,1996
2287714,ghost in the shell,7.8,854,noviembre,sabado,1995
0,thinner,5.5,125,enero,viernes,1996
0,spy hard,4.9,148,mayo,viernes,1996
0,a close shave,7.5,223,diciembre,domingo,1995
0,force of evil,6.6,33,diciembre,sabado,1948
0,the stupids,4.2,22,agosto,viernes,1996
14048372,the arrival,6.1,200,mayo,viernes,1996
9440272,dr. strangelove or: how i learned to stop worrying and love the bomb,8.0,1472,enero,miercoles,1964
0,a month by the lake,7.2,7,septiembre,lunes,1995
0,gold diggers: the secret of bear mountain,5.8,20,noviembre,viernes,1995
0,kim,7.0,5,diciembre,jueves,1950
0,ashes of time,7.1,73,septiembre,viernes,1994
0,stalingrad,7.4,116,enero,jueves,1993
17300888,the phantom,4.7,138,junio,jueves,1996
113309740,striptease,4.4,210,junio,viernes,1996
0,the last of the high kings,5.7,15,diciembre,viernes,1996
0,heavy,7.7,11,enero,viernes,1995
58620972,jack,5.9,340,agosto,viernes,1996
1814290,i shot andy warhol,6.1,32,mayo,miercoles,1996
0,life is rosy,6.5,2,noviembre,martes,1987
0,spirits of the dead,5.5,24,mayo,jueves,1968
0,pharaoh's  army,6.3,5,enero,domingo,1995
16491080,trainspotting,7.8,2737,febrero,viernes,1996
0,til there was you,3.9,4,mayo,viernes,1997
816969300,independence day,6.7,3334,junio,martes,1996
0,stealing beauty,6.6,99,marzo,viernes,1996
18626420,the fan,5.7,202,agosto,jueves,1996
100138850,the hunchback of notre dame,6.8,1182,junio,viernes,1996
102825790,the cable guy,5.7,603,junio,lunes,1996
25023434,kingpin,6.7,248,julio,jueves,1996
242295570,eraser,5.6,553,junio,viernes,1996
128769340,the nutty professor,5.4,717,junio,miercoles,1996
65352,an unforgettable summer,7.2,6,mayo,domingo,1994
0,somebody to love,5.1,2,septiembre,martes,1994
159212460,daylight,5.8,385,diciembre,viernes,1996
29359216,the frighteners,6.7,413,julio,jueves,1996
13269963,lone star,6.9,79,junio,viernes,1996
0,harriet the spy,5.7,47,julio,miercoles,1996
152036380,phenomenon,6.2,328,julio,viernes,1996
0,walking and talking,6.6,8,julio,miercoles,1996
9482579,she's the one,5.7,71,agosto,lunes,1996
152266000,a time to kill,7.0,522,julio,miercoles,1996
665450,american buffalo,6.2,9,septiembre,viernes,1996
0,alaska,5.2,32,agosto,miercoles,1996
17193232,fled,5.2,49,julio,viernes,1996
0,kazaam,3.6,60,julio,miercoles,1996
0,larger than life,5.4,35,enero,jueves,1996
0,a boy called hate,6.0,2,mayo,miercoles,1996
0,power 98,4.0,1,mayo,viernes,1996
0,a very brady sequel,5.8,42,agosto,viernes,1996
0,death in the garden,7.4,8,septiembre,viernes,1956
0,la collectionneuse,6.5,25,marzo,jueves,1967
0,regular guys,5.2,9,mayo,jueves,1996
0,the convent,6.5,6,septiembre,miercoles,1995
0,the adventures of pinocchio,5.0,55,julio,viernes,1996
4619014,joe's apartment,5.0,87,julio,viernes,1996
116400000,the first wives club,6.5,172,septiembre,viernes,1996
0,stonewall,7.2,10,enero,domingo,1995
309492670,ransom,6.4,482,noviembre,viernes,1996
21302120,high school high,5.4,51,enero,viernes,1996
0,phat beach,5.4,8,agosto,viernes,1996
258263,foxfire,6.3,30,agosto,viernes,1996
60209336,chain reaction,5.3,291,agosto,viernes,1996
33459416,matilda,6.9,892,agosto,viernes,1996
22231658,emma,6.7,152,agosto,viernes,1996
17917288,the crow: city of angels,5.2,119,agosto,jueves,1996
0,house arrest,5.0,32,agosto,miercoles,1996
0,eyes without a face,7.5,130,enero,lunes,1960
5600000,bordello of blood,5.0,63,agosto,viernes,1996
0,flirt,7.5,4,septiembre,jueves,1995
12643776,the spitfire grill,6.8,17,agosto,viernes,1996
42277364,escape from l.a.,5.6,381,agosto,viernes,1996
0,cyclo,6.8,23,enero,domingo,1995
3011195,basquiat,6.6,97,agosto,viernes,1996
53854588,tin cup,5.9,152,agosto,viernes,1996
0,the ballad of narayama,6.4,12,junio,domingo,1958
0,every other weekend,6.0,2,agosto,martes,1990
245066420,the godfather,8.5,6024,marzo,martes,1972
0,maybe... maybe not,6.1,34,enero,miercoles,1994
20483424,police story 3: supercop,6.7,109,julio,sabado,1992
431326,manny & lo,6.3,9,enero,lunes,1996
0,small faces,6.4,10,abril,viernes,1996
7011317,bound,6.9,203,septiembre,viernes,1996
0,carpool,4.9,17,agosto,viernes,1996
0,death in brunswick,6.1,7,noviembre,jueves,1990
0,kansas city,6.1,13,agosto,viernes,1996
0,gone fishin',4.7,48,mayo,viernes,1997
0,vive l'amour,7.3,16,septiembre,viernes,1994
0,killer: a journal of murder,6.3,10,septiembre,viernes,1996
0,project s,5.8,12,enero,jueves,1993
0,girls town,5.2,3,agosto,miercoles,1996
33956610,the relic,5.8,130,enero,viernes,1997
49627780,the island of dr. moreau,4.6,148,agosto,viernes,1996
0,first kid,5.3,28,agosto,viernes,1996
0,the trigger effect,6.6,18,agosto,viernes,1996
0,bogus,5.4,46,septiembre,viernes,1996
22611954,bulletproof,5.4,164,septiembre,viernes,1996
0,talk of angels,6.8,4,enero,viernes,1998
0,the land before time iii: the time of the great giving,6.1,86,marzo,jueves,1995
15116634,halloween: the curse of michael myers,5.0,173,septiembre,viernes,1995
0,twelfth night,7.0,22,enero,jueves,1996
0,mother night,7.1,13,noviembre,viernes,1996
0,wild reeds,7.4,18,mayo,jueves,1994
0,for whom the bell tolls,6.1,41,julio,lunes,1943
0,the philadelphia story,7.7,196,diciembre,jueves,1940
7200000,singin' in the rain,7.9,747,abril,jueves,1952
4500000,an american in paris,6.9,133,agosto,miercoles,1951
0,funny face,7.0,162,febrero,miercoles,1957
9500000,breakfast at tiffany's,7.6,1082,enero,jueves,1961
28000000,vertigo,8.0,1162,mayo,viernes,1958
36764310,rear window,8.2,1531,agosto,domingo,1954
4500000,it happened one night,7.7,283,febrero,jueves,1934
0,gaslight,7.2,73,mayo,jueves,1944
0,the gay divorcee,7.2,17,enero,viernes,1934
13275000,north by northwest,7.8,1062,julio,martes,1959
25000000,the apartment,8.1,498,junio,miercoles,1960
25000000,some like it hot,8.0,835,marzo,miercoles,1959
13474588,charade,7.7,351,diciembre,jueves,1963
10462500,casablanca,7.9,1462,noviembre,jueves,1942
1000000,the maltese falcon,7.8,435,noviembre,martes,1941
72070730,my fair lady,7.4,361,enero,miercoles,1964
12000000,roman holiday,7.8,502,septiembre,miercoles,1953
0,the little princess,7.0,22,marzo,viernes,1939
0,meet me in st. louis,6.8,66,noviembre,jueves,1944
33754970,the wizard of oz,7.4,1689,agosto,martes,1939
400176450,gone with the wind,7.7,995,diciembre,viernes,1939
0,my favorite year,7.1,35,enero,viernes,1982
5000000,sunset boulevard,8.2,533,agosto,jueves,1950
23217674,citizen kane,8.0,1244,abril,miercoles,1941
0,golden earrings,4.8,3,agosto,miercoles,1947
63463,all about eve,8.0,367,noviembre,jueves,1950
2270000,the women,6.4,26,enero,domingo,1939
6000000,rebecca,7.7,346,abril,viernes,1940
0,foreign correspondent,7.0,86,agosto,viernes,1940
24464742,notorious,7.8,345,agosto,jueves,1946
7000000,spellbound,7.3,166,diciembre,viernes,1945
0,an affair to remember,7.1,101,julio,jueves,1957
8750000,to catch a thief,7.1,299,agosto,miercoles,1955
0,father of the bride,6.6,43,junio,viernes,1950
0,the band wagon,7.1,46,agosto,viernes,1953
2279000,ninotchka,7.3,77,enero,viernes,1939
0,love in the afternoon,7.3,55,junio,domingo,1957
0,gigi,6.1,68,abril,martes,1958
0,the reluctant debutante,6.6,11,enero,miercoles,1958
3981000,the adventures of robin hood,7.6,170,mayo,viernes,1938
0,the mark of zorro,7.1,39,noviembre,viernes,1940
2000000,laura,7.6,173,enero,miercoles,1944
0,the ghost and mrs. muir,7.3,59,junio,jueves,1947
0,lost horizon,6.8,42,septiembre,miercoles,1937
3202000,top hat,7.4,62,septiembre,viernes,1935
0,to be or not to be,7.7,119,marzo,jueves,1942
0,my man godfrey,7.7,69,septiembre,jueves,1936
35000000,giant,7.5,169,enero,miercoles,1956
5,east of eden,7.5,163,marzo,miercoles,1955
1423000,the thin man,7.4,97,mayo,viernes,1934
0,his girl friday,7.5,171,enero,jueves,1940
42000000,around the world in eighty days,6.5,85,enero,miercoles,1956
9644124,it's a wonderful life,8.0,1103,diciembre,viernes,1946
9600000,mr. smith goes to washington,7.9,245,enero,jueves,1939
0,bringing up baby,7.6,201,febrero,viernes,1938
0,penny serenade,6.4,23,abril,jueves,1941
0,of human bondage,6.4,26,julio,viernes,1934
0,angel on my shoulder,5.7,6,septiembre,viernes,1946
0,little lord fauntleroy,6.6,13,marzo,viernes,1936
0,they made me a criminal,5.6,8,enero,sabado,1939
0,the inspector general,6.2,17,diciembre,sabado,1949
0,angel and the badman,6.6,27,febrero,sabado,1947
0,the 39 steps,7.4,217,junio,sabado,1935
0,a walk in the sun,5.2,14,diciembre,martes,1945
0,the outlaw,4.9,16,febrero,viernes,1943
30000000,night of the living dead,7.5,591,enero,martes,1968
10750000,the african queen,7.4,232,diciembre,lunes,1951
0,beat the devil,6.2,31,noviembre,martes,1953
17570324,cat on a hot tin roof,7.6,168,febrero,lunes,1958
105,the last time i saw paris,5.1,9,enero,viernes,1954
0,meet john doe,7.3,52,marzo,miercoles,1941
25,a farewell to arms,6.2,29,diciembre,jueves,1932
0,"yes, madam",7.4,11,enero,martes,1985
3028094,dangerous ground,5.0,8,febrero,miercoles,1997
0,picnic,6.7,19,noviembre,viernes,1955
0,the pompatus of love,5.3,2,julio,viernes,1996
0,fly away home,6.6,114,septiembre,viernes,1996
294064,bliss,4.8,6,abril,lunes,1997
0,grace of my heart,6.5,15,septiembre,viernes,1996
0,brother of sleep,6.8,6,septiembre,viernes,1995
51702484,maximum risk,5.3,104,septiembre,viernes,1996
16900000,michael collins,6.8,98,enero,viernes,1996
8538318,the rich man's wife,4.9,11,septiembre,viernes,1996
0,big night,6.8,45,septiembre,viernes,1996
47267000,last man standing,6.2,263,septiembre,viernes,1996
0,caught,6.5,5,enero,miercoles,1996
41590890,set it off,6.9,66,noviembre,miercoles,1996
49620,curdled,6.2,29,septiembre,viernes,1996
0,ed's next move,3.0,1,enero,viernes,1996
17380126,extreme measures,5.7,80,septiembre,viernes,1996
0,the glimmer man,4.7,102,enero,viernes,1996
22955096,d3: the mighty ducks,5.3,99,enero,viernes,1996
22540360,the chamber,5.9,62,enero,viernes,1996
0,the apple dumpling gang,6.6,34,julio,martes,1975
0,"davy crockett, king of the wild frontier",5.9,14,mayo,miercoles,1955
20000000,escape to witch mountain,6.5,60,marzo,viernes,1975
0,the love bug,6.0,126,diciembre,domingo,1968
0,herbie rides again,5.9,77,febrero,jueves,1974
0,old yeller,7.0,68,diciembre,miercoles,1957
0,the parent trap,6.8,92,junio,lunes,1961
0,pollyanna,6.9,50,mayo,jueves,1960
0,homeward bound: the incredible journey,6.6,218,febrero,miercoles,1993
0,the shaggy dog,6.2,22,marzo,jueves,1959
0,swiss family robinson,7.0,88,diciembre,miercoles,1960
0,that darn cat!,6.4,28,diciembre,jueves,1965
154864400,cool runnings,6.8,510,septiembre,jueves,1993
50236830,angels in the outfield,5.7,124,julio,viernes,1994
263591410,cinderella,6.8,1760,marzo,sabado,1950
0,winnie the pooh and the blustery day,7.8,20,diciembre,viernes,1968
0,the three caballeros,6.2,108,julio,viernes,1944
22182352,the sword in the stone,6.9,935,diciembre,miercoles,1963
0,so dear to my heart,6.3,5,noviembre,lunes,1948
390493920,robin hood: prince of thieves,6.6,937,junio,viernes,1991
102272730,mary poppins,7.4,1217,agosto,jueves,1964
1600000,dumbo,6.8,1206,enero,miercoles,1941
0,pete's dragon,6.4,201,noviembre,jueves,1977
17900000,bedknobs and broomsticks,6.8,260,enero,jueves,1971
572000000,alice in wonderland,7.0,1557,julio,martes,1951
29800000,the fox and the hound,7.0,884,julio,viernes,1981
0,freeway,6.5,95,agosto,viernes,1996
286214270,the sound of music,7.4,966,marzo,martes,1965
140767950,die hard,7.5,4005,julio,viernes,1988
32101000,the lawnmower man,5.4,198,marzo,jueves,1992
0,unhook the stars,6.2,11,septiembre,miercoles,1996
0,the secret agent,5.0,7,noviembre,viernes,1996
13417292,secrets & lies,7.1,127,mayo,viernes,1996
34585416,that thing you do!,6.8,230,enero,viernes,1996
4137645,to gillian on her 37th birthday,5.1,13,enero,viernes,1996
1985001,surviving picasso,5.3,21,septiembre,miercoles,1996
1500000,beautiful thing,7.3,76,junio,viernes,1996
89456760,the long kiss goodnight,6.4,323,enero,viernes,1996
75000000,the ghost and the darkness,6.4,238,enero,viernes,1996
0,looking for richard,6.9,33,enero,viernes,1996
0,trees lounge,6.7,51,enero,viernes,1996
0,normal life,6.8,8,enero,viernes,1996
5731103,get on the bus,7.0,11,enero,miercoles,1996
2154540,shadow conspiracy,4.0,12,enero,viernes,1997
405000,jude,6.6,38,febrero,martes,1996
0,everyone says i love you,6.5,149,diciembre,viernes,1996
147298770,romeo + juliet,6.7,1406,enero,jueves,1996
4505922,swingers,6.8,255,enero,viernes,1996
165615280,sleepers,7.3,729,enero,viernes,1996
0,the sunchaser,6.1,8,mayo,miercoles,1996
0,aladdin and the king of thieves,6.1,494,mayo,lunes,1996
0,the woman in question,5.2,3,febrero,lunes,1952
0,a damsel in distress,7.0,4,noviembre,viernes,1937
0,crossfire,6.1,26,julio,martes,1947
0,"murder, my sweet",7.2,48,diciembre,sabado,1944
0,macao,5.6,8,abril,miercoles,1952
4000000,willy wonka & the chocolate factory,7.4,826,junio,martes,1971
0,the innocents,7.5,126,diciembre,lunes,1961
18344728,sleeper,7.0,206,diciembre,lunes,1973
11833696,bananas,6.7,167,abril,miercoles,1971
62493710,a fish called wanda,7.1,576,julio,viernes,1988
20045116,life of brian,7.7,1230,agosto,viernes,1979
28215452,victor/victoria,6.9,89,abril,domingo,1982
0,the candidate,6.9,39,agosto,miercoles,1972
25333332,the great race,7.2,64,julio,jueves,1965
50700000,bonnie and clyde,7.6,384,julio,martes,1967
0,the old man and the sea,6.0,25,enero,martes,1958
3000000,dial m for murder,7.9,539,mayo,sabado,1954
213954270,dirty dancing,7.1,1371,agosto,viernes,1987
14661007,reservoir dogs,8.1,3821,septiembre,miercoles,1992
138530560,platoon,7.5,1236,diciembre,jueves,1986
30218388,weekend at bernie's,6.4,255,julio,miercoles,1989
352927230,basic instinct,6.5,869,marzo,viernes,1992
34416892,the doors,6.7,285,marzo,viernes,1991
62548948,the crying game,6.9,180,septiembre,miercoles,1992
10725228,glengarry glen ross,7.5,330,septiembre,martes,1992
30036000,sophie's choice,7.4,149,diciembre,miercoles,1982
792965300,e.t. the extra-terrestrial,7.3,3359,abril,sabado,1982
0,the search for one-eye jimmy,6.3,4,noviembre,lunes,1994
